ID LOCAL ;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;CÓDIGO DO LOCAL NO UMOV.ME;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;DDI TELEFONE CELULAR;DDD TELEFONE CELULAR;NÚMERO TELEFONE CELULAR;DDI TELEFONE FIXO;DDD TELEFONE FIXO;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;CNPJ;Inscrição estadual;Vendedor;AVISO;Loja Numero;Regiao;Segunda-Feira;Terça-Feira;Quarta-Feira;Quinta-Feira;Sexta-Feira;Sábado;TT;Rota;Montado;Lider;Telefone Lider;Promotor;Telefone Promotor;Mix
C002432;COMERCIAL DE ALIMENTOS GUARA LTDA (C002432);VAREJO PEQUENO;1;82054972;Brasil;SP;Guaratinguetá;PEDREGULHO;RUA;CARAMURUS;;329;12515-135;55;;;55;12;21278700;-;;00.324.958/0001-38;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002515;CARLOS HENRIQUE DE ALMEIDA (C002515);REDE AVERJ  RJ;1;98665790;Brasil;RJ;Barra Mansa;VILA MARIA;RUA;OLAVO MARASSE;;199;27313-370;55;;;55;24;33261211;carlos_almeida77@hotmail.com;;20.729.116/0001-73;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C002517;CASSIA PRADO ROLINSKI (C002517);SUBPRODUTO;1;87559755;Brasil;SP;Mogi Das Cruzes;VILA SUISSA;RUA;PEDRO GENOVES;;437;08810-280;55;;;55;11;47393955;sindicatorurallmc@terra.com.br;;17.531.226/0001-11;;Ruston Alimentos SB;;;SAO PAULO;;;;;;;;;;Equipe Ruston;;;;
C002451;HELIO DE SOUZA - MINIMERCADO (C002451);VAREJO PEQUENO;1;82054973;Brasil;SP;Pindamonhangaba;RESIDENCIAL VALE DAS ACACIAS;RUA;DAS VIOLETAS;;144;12440-350;55;;;55;12;36373231;admrealeireli@outlook.com;;30.945.096/0001-21;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002322;COMERCIAL BARATAO COLONIAL LTDA (C002322);NAGUMO;1;76243790;Brasil;SP;São José dos Campos;JARDIM IMPERIAL;RUA;R CARLOS NUNES DE PAULA;;1912;12234-000;55;;;55;12;39039940;nfeletronica.09@nagumo.com.br;;04.459.464/0001-11;;R.sp - Alex Rocha;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grande SP;;;;Supermercado Nagumo Colonial Jardim Imperial SJC - C002322
C002422;SUPERMERCADO NOVO LIDER LTDA (C002422);VAREJO PEQUENO;1;82054969;;SP;SAO PAULO;PARQUE ARARIBA;RUA;CANABARRO 182;;;5730150;55;;;55;11;55111007;genilson.almeida@rustonalimentos.com.br;;64.942.196/0001-16;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C002418;MERCADO & PADARIA SOL NASCENTE - EIRELI (C002418);RESTAURANTE;1;82054967;Brasil;SP;São José dos Campos;S FRANCISCO XAVIER;RUA;QUINZE DE NOVEMBRO;;82;12249-000;55;;;55;12;39261512;contador.sfx@uol.com.br;;12.554.428/0001-65;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002415;BENEDITO DONIZETI DA SILVA S J CAMPOS (C002415);REDE VALOR;1;82054965;Brasil;SP;São José dos Campos;SAO FRANCISCO XAVIER;RUA;15 DE NOVEMBRO;;400;12249-000;55;;;55;12;39261195;smercadosfx@gmail.com;;65.822.041/0001-09;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002324;IRMAOS OLIVEIRA CUNHA LTDA (C002324);VAREJO PEQUENO;1;82054946;Brasil;SP;Cunha;CENTRO;RUA;ELIAS JOSE ABDALLA;;217;12530-000;55;;;55;12;31111763;irmaoscunha@gmail.com;;03.599.840/0001-00;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002416;GENI MELO DE OLIVEIRA RESTAURANTE (C002416);RESTAURANTE;1;82054966;Brasil;SP;São José dos Campos;;;CENTRAL;;839;12238-430;55;;;55;12;3931805;adriana.fantastico@gmail.com;;59.264.895/0001-14;;R.ge - Adriana Maquioni;;;VALE DO PARAIBA;;;;;;;;;;Gestão Executiva;;;;
C002255;J.G.G. SUPERMERCADOS LTDA (C002255);SEMAR;1;72619867;Brasil;SP;São José dos Campos;CHACARAS ARAUJO II;AVENIDA;PRESIDENTE TANCREDO NEVES;2100;2100;12225-142;55;;;55;11;47936500;nfe30@gruposemar.com.br;;00.245.454/0005-56;;R.kvp - Pedro Martins;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Semar Novo Horizonte - C002255
C002293;GEORGE HERMINIO DE LUCENA (C002293);VAREJO PEQUENO;1;87559746;;RJ;VOLTA REDONDA;DOM BOSCO;RUA;WENCESLAU BRAS 119;;;27286050;55;;;55;24;33505892;lidiane.carvalho@rustonalimentos.com.br;;17.636.279/0001-05;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C002289;SENDAS DISTRIBUIDORA S/A (C002289);ASSAI  SP;1;72619869;Brasil;SP;Santo André;VILA METALURGICA;AVENIDA;DOS ESTADOS;;1155;09220-570;55;;;55;11;34115000;nfe@assai.com.br;;06.057.223/0373-34;;R.sp - Alex Rocha;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;Assai Atacado SP
C002230;SUPERMERCADO ANDRADE E MENDES LTDA (C002230);VAREJO PEQUENO;1;82054931;Brasil;SP;São Paulo;CHACARA DA ENSEADA;RUA;AGATINO DE ESPARTA;;599;04963-130;55;;;55;11;986804740;gabrelramalho@globomail.com;;23.776.440/0001-30;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C002229;EDUARDO ABICAIR (C002229);OUTROS;1;87559743;Brasil;SP;Santa Branca;FAZENDA BOA VISTA;ESTRADA;SANTO ANTONIO;;1301;12380-000;55;;;55;12;974040300;;;06.053.921/0001-07;;Ruston SAC;;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C002287;SENDAS DISTRIBUIDORA S/A (C002287);ASSAI  SP;1;72619868;Brasil;SP;Guarulhos;JARDIM SANTA VICENCIA;RUA;JAMIL JOAO ZARIF;;689;07143-000;55;;;55;11;34115200;nfe@assai.com.br;;06.057.223/0370-91;;R.sp - Alex Rocha;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;Assai Atacado SP
C002107;J MATOS DE ARAUJO EIRELI (C002107);YEDA SUPERM;1;87559717;Brasil;SP;Campinas;DIC II (CONJ HABITACIONAL DOUTOR ANTONIO MENDONCA;RUA;MOYSES STRACHMAN;;295;13054-210;55;;;55;19;32237460;loja03@supermercadosyeda.com.br;;31.044.146/0001-62;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C002072;MASTERFOODS BRASIL ALIMENTOS LTDA (C002072);SUBPRODUTO;1;87559713;Brasil;SP;Mogi-Mirim;PARQUE EMPRESA;AVENIDA;CAETANO SCHINCARIOL;;900;13803-340;55;;;55;19;38058600;mario.frota@aditrans.com.br inboundnfe@effem.com;;29.737.368/0014-33;;Campos & Amadeu Repres. Ltda - ME;;;CAMPINAS;;;;;;;;;;Equipe Ruston;;;;
C002124;MERCADO ADONAI DO ENCANAMENTO LTDA (C002124);SUPER COMPRAS;1;87559722;Brasil;RJ;Rio de Janeiro;COSMOS;ESTRADA;DO ENCANAMENTO;;878;23060-000;55;;;55;21;33647602;megamarketmatriz@yahoo.com.br;;29.080.813/0001-10;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C002102;L S ALMEIDA TRANSPORTES EIRELI (C002102);OUTROS;1;87559716;Brasil;SP;São José dos Campos;JARDIM SAO LEOPOLDO;RUA;ANIBAL BERARDINELLI TARANTINO;;122;12228-200;55;;;55;;;;;03.085.836/0001-24;;Ruston Alimentos (Doacao e Sinistro);;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C002057;EMPORIO KIMOTO LTDA (C002057);SHIBATA;1;72619858;Brasil;SP;Mogi Das Cruzes;CIDADE PARQUELANDIA;AVENIDA;PRESIDENTE GENERAL DUTRA;100;100;08771-200;55;;;55;11;47351895;notafiscal@shibata.com.br;;14.569.191/0001-11;;R.kvp - Jussara;;;SAO PAULO;;;;;;;;;;Equipe Grandes Redes Vale;;;;Shibata
C001986;S. B. DO VALE MINIMERCADO - ME (C001986);REDE VALOR;1;76243773;;SP;INDAIATUBA;VILA FURLAN;RUA;VINTE E QUATRO DE MAIO 2658;;;13339315;55;;;55;19;38831096;N/A;;24.578.887/0001-68;;R.spi - Fabio Silva;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C002572;CONDOMINIO LARANJEIRAS (C002572);VAREJO PEQUENO;1;87559761;;RJ;PARATI;2º DISTRITO;RODOVIA;BR 101 KM 88 SN;;;23970000;55;;;55;24;33721104;lidiane.carvalho@rustonalimentos.com.br;;30.322.150/0001-82;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C002019;SUPERMERCADO RIMAR LIMITADA (C002019);REDE RIMAR;1;82054900;Brasil;SP;Mogi Das Cruzes;J S PEDRO;AVENIDA;RICIERI J MARCATTO;;465;08810-020;55;;;55;11;47616260;rimar01@terra.com.br;;45.600.137/0001-15;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C001988;SENDAS DISTRIBUIDORA S/A (C001988);ASSAI  SP;1;72619855;Brasil;SP;Mauá;JARDIM ROSINA;AVENIDA;ANTONIA ROSA FIORAVANTI;;3270;09390-120;55;;;55;11;4544900;nfe@assai.com.br;;06.057.223/0362-81;;R.sp - Alex Rocha;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;Assai Atacado SP
C002004;SHIBATA COMERCIO E ATACADO DE PRODUTOS EM GERAL LTDA (C002004);SHIBATA;1;72619856;Brasil;SP;Jacareí;CENTRO;RUA;BERNARDINO DE CAMPOS;359;359;12308-010;55;;;55;11;47915000;notafiscal@shibata.com.br;;20.276.483/0005-92;;R.kvp - Jussara;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Shibata
C001926;NEI MAR PRODUTOS ALIMENTICIOS LTDA (C001926);VAREJO PEQUENO;1;82054893;Brasil;SP;Bragança Paulista;JARDIM CRISTOVAO;AVENIDA;EUZEBIO SAVAIO;;180;12904-140;55;;;55;11;4034557;*;;62.785.894/0001-20;;V.Rb - Jefferson Pires;;;BRAGANCA;;;;;;;;;;Equipe Vale;;;;
C001948;MERCADO SAUDADE BM EIRELI (C001948);VAREJO PEQUENO;1;87559707;Brasil;RJ;Barra Mansa;SAUDADE;RUA;GAL BARCELOS;;277;27313-120;55;;;55;24;33232489;nfesaudade@outlook.com;;28.630.950/0001-19;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C001937;CHUANG CHUNG CHENG (C001937);SUBPRODUTO;1;87559706;Brasil;SP;Mogi Das Cruzes;BOTUJURU;AVENIDA;FRANCISCO RODRIGUES FILHO;;7600;08840-000;55;;;55;;;rafaela.santos@rustonalimentos.com.br;;08.615.690/0001-03;;Ruston Alimentos SB;;;SAO PAULO;;;;;;;;;;Equipe Ruston;;;;
C001950;MERCADO E MERCEARIA SANTA BARBARA LTDA ME (C001950);REDE SMART  RJ;1;76243761;;RJ;RIO DE JANEIRO;JACAREPAGUÁ;RUA;VELHA 113;;;22753737;55;;;55;21;41015844;m.yazeji@riotrade.com.br;;11.121.520/0001-79;;R.rj - Miguel;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C001279;MITRA DIOCESANA DE MOGI DAS CRUZES (C001279);OUTROS;1;87558787;Brasil;SP;Mogi Das Cruzes;JARDIM SANTISTA;RUA;IPIRANGA;;1469;08730-000;55;;;55;11;46933170;;;52.580.453/0001-38;;Ruston SAC;;;SAO PAULO;;;;;;;;;;Equipe Ruston;;;;
C001227;SUPERMERCADO SUPERPOUPE EIRELI (C001227);VAREJO PEQUENO;1;82054514;Brasil;SP;Taubaté;JARDIM INDEPENDENCIA;PRAÇA;FERNANDO GOMES NOGUEIRA FILHO;;77;12031-390;55;;;55;12;36811690;superpoupe@uol.com.br;;50.002.385/0001-02;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C001257;SUPERMERCADO LEAL DO VALE LTDA (C001257);REDE SINCO;1;76243732;Brasil;SP;Tremembe;CENTRO;RUA;RODRIGUES ALVES;;295;12120-035;55;;;55;12;36723004;nfe@redesinco.com.br;;55.013.247/0001-34;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;Máximo
C001338;SUPERMERCADO MAXIMO DE CAMPOS DO JORDAO LTDA (C001338);MAXIMO  SJC;1;72619796;Brasil;SP;Campos do Jordão;VILA ABERNESSIA;AVENIDA;JANUARIO MIRAGLIA;;2114;12467-014;55;;;55;12;9600364;eli@supermercadomaximo.com.br;;28.200.125/0001-84;;R.kvp - Pedro Martins;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Máximo
C001103;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LIMITADA (C001103);ZARAGOZA;1;75504708;Brasil;SP;Diadema;SERRARIA;AVENIDA;DONA RUYCE FERRAZ ALVIM (JD RUYCE);2365;2365;09981-360;55;;;55;12;36348700;nfse@spani.com.br;;05.868.574/0027-39;;R.kvp - Pedro Martins;;;SAO PAULO;;;;;;;;;;Equipe Grandes Redes Vale;;;;Spani
C001106;MERCADO MO LTDA (C001106);VAREJO PEQUENO;1;87558784;Brasil;SP;Mongaguá;FLORIDA MIRIM;AVENIDA;MONTEIRO LOBATO;;12092;11730-000;55;;;55;13;32277476;mo.supermercado@gmail.com;;07.617.369/0001-97;;R.sp - Robson Bispo;;;LITORAL SUL;;;;;;;;;;Equipe Grande SP;;;;
C001051;FANTASTICO ALIMENTOS LTDA (C001051);SUBPRODUTO;1;87558780;Brasil;SP;Jacareí;JARDIM LUIZA;AVENIDA;GETULIO VARGAS;;3069;12305-010;55;;;55;12;21278700;nfe-ruston@rustonalimentos.com.br;;46.686.465/0002-20;;Ruston Alimentos SB;;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C001213;AZEVEDO COMERCIAL DE ALIMENTOS LTDA (C001213);VAREJO PEQUENO;1;82054511;Brasil;SP;São José dos Campos;JARDIM COLONIAL;RUA;MONTE VERDE;;175;12234-331;55;;;55;12;39661555;contabil.processo@globo.com;;27.965.145/0001-83;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C001209;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LIMITADA (C001209);ZARAGOZA;1;75504717;Brasil;SP;Itaquaquecetuba;JARDIM NASCENTE;ESTRADA;DE SANTA ISABEL;7777;7777;08586-415;55;;;55;12;36348700;nfse@spani.com.br;;05.868.574/0029-09;;R.kvp - Pedro Martins;;;SAO PAULO;;;;;;;;;;Equipe Grandes Redes Vale;;;;Spani
C000873;OBRA SOCIAL E ASSISTENCIAL NOSSA SENHORA DO ROSARIO (C000873);OUTROS;1;87558769;Brasil;SP;São José dos Campos;VILA TESOURO;PRAÇA;ASSIS CHATEAUBRIAND;;279;12221-450;55;;;55;12;39128812;;;61.872.057/0001-75;;Ruston SAC;;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C000692;RADIO CLUBE JACAREI LIMITADA (C000692);OUTROS;1;87558765;Brasil;SP;Jacareí;CENTRO;RUA;RUI BARBOSA;;229;12308-520;55;;;55;12;39212955;redecriativavale@outlook.com;;50.474.303/0001-14;;Ruston SAC;;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C000849;COMERCIAL DE ALIMENTOS CAETANO GUARAREMA LTDA (C000849);MONTEIRO SUPERMERCAD;1;98665778;Brasil;SP;Guararema;ITAPEMA;AVENIDA;DOUTOR ADHEMAR DE BARROS;;463;08900-000;55;;;55;11;46933434;nfe3monteiro@uol.com.br;;10.454.303/0004-80;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C000667;E M V SILVA SUPERMERCADO (C000667);VAREJO PEQUENO;1;87558764;Brasil;RJ;Barra Mansa;PITEIRAS;RUA;JOAO  BARIZON;;149;27331-410;55;;;55;24;33231477;supbemcomerpiteiras@hotmail.com;;27.458.880/0001-09;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C000653;CONFORTO ALIMENTOS LIMITADA (C000653);VAREJO PEQUENO;1;87558763;Brasil;RJ;Volta Redonda;CONFORTO;RUA;DUZENTOS E OITO;;7;27265-680;55;;;55;22;33426857;confortoalimento@bol.com.br;;26.580.193/0001-90;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C001644;ASS DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LORENA (C001644);OUTROS;1;87559697;Brasil;SP;Lorena;CIDADE INDUSTRIAL;RUA;WENCESLAU BRAZ;;300;12609-360;55;;;55;12;31593550;;;51.785.590/0001-46;;Ruston Alimentos (Doacao e Sinistro);;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C000011;J N IRMAOS SILVA MERCADO LTDA EPP (C000011);REDE VALOR;1;76243690;Brasil;SP;São José dos Campos;J GRANJA;RUA;CAPRICORNIO;;215;12227-370;55;;;55;12;39211436;mercadinho.silva@ig.com.br;;71.908.040/0001-84;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C008557;MERCADOS BRAGA LTDA (C008557);REDE MULTI MARKET;1;82055391;;RJ;RIO DE JANEIRO;BANGU;RUA;ROQUE BARBOSA 485;;;21863420;55;;;55;21;24033453;l.verneck@3ftrade.com.br;;02.635.710/0001-13;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C012194;SHIBATA CACAPAVA ATACADO E VAREJO DE MERCADORIAS EM GERAL LTDA (C012194);SHIBATA;1;72619929;Brasil;SP;Caçapava;;;JOAO AMARAL GURGEL;980;980;12285-020;55;;;55;11;47915000;tiemiumino@gmail.com;;15.061.363/0001-04;;R.kvp - Jussara;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Shibata
C012303;SUPERMERCADOS ANDRADE & ANDRADE LTDA (C012303);SUPERMERCADO ANDRADE;1;76244039;Brasil;SP;Sumaré;;RUA;JOSE ZEFERINO FERREIRA;;455;13181-713;55;;;55;19;38649436;clayton.pereira@rustonalimentos.com.br;;64.936.933/0002-59;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C016268;UNIAO - COMERCIO ATACADISTA E VAREJISTA LTDA (C016268);UNISUPER;1;76244097;Brasil;SP;Bragança Paulista;;;JUSCELINO KUBITSCHEK DE OLIVEIRA;;150;12910-335;55;;;55;11;40182093;jefferson.pires@rustonalimentos.com.br;;24.563.620/0001-05;;V.Rb - Jefferson Pires;;;BRAGANCA;;;;;;;;;;Equipe Vale;;;;
C011796;DE SOUZA E DE LUCENA LTDA (C011796);REDE JJ;1;82055424;Brasil;SP;São José dos Campos;;;ADILSON JOSE DA CRUZ;6360;6360;12232-750;55;;;55;12;39665400;elen.hasman@rustonalimentos.com.br;;12.804.037/0001-51;;V.tv - Elen Hasman;;6360;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;Pequeno Varejo Massas 
C009014;GIGA BR DISTRIBUIDOR E ATACADISTA LTDA (C009014);REDE GIGA;1;76244009;Brasil;SP;São Paulo;;AVENIDA;OTAVIANO ALVES DE LIMA;2758;2758;02701-000;55;;;55;11;39339910;alex.rocha@rustonalimentos.com.br;;10.194.833/0001-94;;R.sp - Alex Rocha;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;Giga
C011912;L A FALCARI SUPERMERCADO (C011912);VAREJO PEQUENO;1;82055429;Brasil;SP;Campinas;;;OSORIO FILHO;;18;13080-530;55;;;55;19;3209241;clayton.pereira@rustonalimentos.com.br;;15.037.293/0001-59;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C013234;RC NUTRY ALIMENTACAO LTDA (C013234);COZINHA;1;82055460;Brasil;SP;São Paulo;;AVENIDA;QUEIROZ FILHO;;1700;05319-000;55;;;55;11;36444894;adriana.fantastico@gmail.com;;11.164.874/0001-09;;R.ge - Adriana Maquioni;;;SAO PAULO;;;;;;;;;;Gestão Executiva;;;;
C012922;POLICIA MILITAR DE ESTADO DE SAO PAULO (C012922);OUTROS;1;87560030;Brasil;SP;São José dos Campos;;RUA;JOANA MARIA CORREA LARANJEIRA;;255;12237-410;55;;;55;12;39396001;N/A;;04.198.514/0086-43;;Ruston SAC;;;VALE DO PARAIBA;;;;;;;;;;Equipe Ruston;;;;
C008545;MERCADINHO MINDELENSE LTDA (C008545);REDE MULTI MARKET;1;76243991;;RJ;RIO DE JANEIRO;SENADOR CAMARA;RUA;NELSON DA FONSECA 417;;;21831336;55;;;55;21;24047957;l.verneck@3ftrade.com.br;;02.172.342/0001-14;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C008551;PREDILETO DE XEREM COMERCIO DE GENEROS ALIMENTICIOS LTDA EPP (C008551);REDE MULTI MARKET;1;76243994;;RJ;DUQUE DE CAXIAS;XEREM;RUA;WILSON DE ARAUJO 15;;;25250458;55;;;55;21;37771127;l.verneck@3ftrade.com.br;;11.253.498/0001-10;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C012993;SM  COMERCIO VAREJISTA DE ALIMENTOS LTDA (C012993);VAREJO PEQUENO;1;82055455;;RJ;SAO GONCALO;BARRO VERMELHO;AV;LUCIO TOME FETEIRA 2154;;;24430380;55;;;55;21;27209188;m.yazeji@riotrade.com.br;;15.689.986/0001-26;;R.rj - Miguel;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C007285;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LIMITADA (C007285);ZARAGOZA;1;75504799;Brasil;SP;Taubaté;;AVENIDA;DOM PEDRO I;6707;6707;12091-000;55;;;55;12;36348700;N/A;;05.868.574/0010-90;;R.kvp - Pedro Martins;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Spani
C015755;NORA REFEICOES COLETIVAS LTDA (C015755);COZINHA;1;82055507;Brasil;SP;Pindamonhangaba;NOSSA SENHORA DO PERPETUO SOCORRO;ESTRADA;MUNICIPAL DO UNA;;420;12424-580;55;;;55;12;36423633;ohumbert@uol.com.br;;60.205.986/0001-68;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C015862;SENDAS DISTRIBUIDORA S/A (C015862);ASSAI RJ;1;76244086;Brasil;RJ;Rio de Janeiro;;AVENIDA;MAESTRO PAULO SILVA;;100;21920-445;55;;;55;11;34115200;fernando.mota@rustonalimentos.com.br;;06.057.223/0326-18;;V.rj - Fernando Mota;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;Assai Atacado RJ
C009192;SUPERMERCADO NOVO AMANHECER LTDA (C009192);SUPER COMPRAS;1;82055406;Brasil;RJ;Rio de Janeiro;;;CESARIO DE MELO;;13782;23590-040;55;;;55;21;33053731;l.verneck@3ftrade.com.br;;12.937.953/0001-60;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C012172;Z T V DA CRUZ MINIMERCADO (C012172);VAREJO PEQUENO;1;82055434;Brasil;SP;Ubatuba;;;ARARIBA;;247;11680-000;55;;;55;12;38495818;representantegerson@hotmail.com;;14.072.476/0001-42;;R.vp - Gerson;;;LITORAL NORTE;;;;;;;;;;Equipe Vale;;;;
C015696;CREUSA L. B. RUIVO MERCADINHO (C015696);VAREJO PEQUENO;1;82055502;Brasil;SP;São José dos Campos;;;JOSE DE PAULA FERREIRA;;172;12248-450;55;;;55;12;3209141;gabriel.borges@rustonalimentos.com.br;;07.756.014/0001-89;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C008542;MERCADO JARDIM BOTANICO LTDA (C008542);REDE MULTI MARKET;1;76243989;;RJ;SAO JOAO DE MERITI;VILAR DOS TELES;AV;COMENDADOR TELES 1131;;;25576140;55;;;55;21;27516800;l.verneck@3ftrade.com.br;;10.717.946/0001-27;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C007924;MERCADO D F C LTDA (C007924);REDE ROD RAF;1;76243977;Brasil;SP;SAO PAULO;;RUA;CARLOS MAGALHAES;;283;05735-030;55;;;55;11;5812660;genilson.almeida@rustonalimentos.com.br;;03.161.687/0001-35;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C008736;DISTRIBUIDORA E COMERCIO DE FRIOS CABO FRIO TROPICAL LTDA (C008736);VAREJO PEQUENO;1;82055394;Brasil;RJ;Cabo Frio;;RUA;LECY GOMES COSTA;;252;28909-530;55;;;55;22;26462222;luciano.souza@rustonalimentos.com.br;;12.769.662/0001-00;;V.rj - Luciano Souza;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C007925;MERCADO JUQUICENTER LTDA (C007925);REDE ROD RAF;1;76243978;Brasil;SP;JUQUITIBA;;RUA;JOSE ANTONIO NUNES;;198;06950-000;55;;;55;11;46821884;genilson.almeida@rustonalimentos.com.br;;03.328.684/0001-43;;V.sp - Genilson Almeida;;;BRAGANCA;;;;;;;;;;Equipe RJ;;;;
C011949;TCBASE COMERCIO ATACADISTA LTDA (C011949);RECOBASE;1;76244032;Brasil;SP;Guaratinguetá;;;ANTONIO CARLOS CAVALCA;;193;12517-630;55;;;55;12;31231805;ohumbert@uol.com.br;;08.633.096/0001-37;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C012593;MERCADO GUAPE LTDA (C012593);VAREJO PEQUENO;1;82055444;Brasil;SP;Itu;;;ISABEL CHANDECO DE SOUZA;;177;13308-451;55;;;55;11;40192109;N/A;;15.025.841/0001-20;;R.spi - Fabio Silva;;;SOROCABA;;;;;;;;;;Equipe Campinas;;;;
C008948;E M TESQUI CORREIA  ME (C008948);VAREJO PEQUENO;1;82055400;;SP;PORTO FELIZ;JARDIM VANTE;AV;DR. SILVIO BRAND CORREA 566;;;18540000;55;;;55;15;32624606;N/A;;13.017.765/0001-86;;R.spi - Fabio Silva;;;SOROCABA;;;;;;;;;;Equipe Campinas;;;;
C012721;SUPERMERCADO BEASIN LTDA (C012721);VAREJO PEQUENO;1;82055449;Brasil;SP;Bragança Paulista;;RUA;ANHUMAS;;15 21;12904-200;55;;;55;11;34044170;jefferson.pires@rustonalimentos.com.br;;17.543.657/0001-06;;V.Rb - Jefferson Pires;;;BRAGANCA;;;;;;;;;;Equipe Vale;;;;
